"id_cliente","sector","antiguedad","ratio_liquidez","endeudamiento","default","trimestre"
"CLI-01497","comercio",6.7,0.883,0.681,0,8
"CLI-01498","servicios",1.2,1.854,0.885,0,4
"CLI-01499","servicios",4.7,1.615,0.502,0,6
"CLI-01500","agro",5.6,1.519,0.335,0,4
"CLI-01501","servicios",7.2,1.561,0.526,0,5
"CLI-01502","manufactura",4.5,2.006,0.71,1,5
"CLI-01503","manufactura",6.7,1.791,0.134,0,2
"CLI-01504","comercio",26.2,1.89,0.317,0,5
"CLI-01505","servicios",5.5,1.097,0.781,0,6
"CLI-01506","comercio",13.8,1.532,0.347,0,3
"CLI-01507","manufactura",1.7,1.476,0.573,0,4
"CLI-01508","comercio",9.7,2.43,0.381,0,1
"CLI-01509","manufactura",4.5,0.366,0.334,0,1
"CLI-01510","manufactura",1.8,0.797,0.853,0,8
"CLI-01511","comercio",6.3,1.549,0.723,1,2
"CLI-01512","agro",16.1,2.303,0.196,0,5
"CLI-01513","construccion",5,2.123,0.186,0,1
"CLI-01514","comercio",14.9,2.325,0.778,0,5
"CLI-01515","agro",7.9,1.581,0.615,0,1
"CLI-01516","comercio",4.2,2.186,0.411,0,3
"CLI-01517","construccion",3,2.146,0.232,0,6
"CLI-01518","servicios",4,1.913,0.787,0,4
"CLI-01519","servicios",13,1.341,0.366,0,4
"CLI-01520","manufactura",5.1,1.237,0.454,0,2
"CLI-01521","manufactura",2.7,2.553,0.696,0,6
"CLI-01522","comercio",9.8,0.988,0.262,0,8
"CLI-01523","manufactura",2.7,2.071,0.343,0,7
"CLI-01524","servicios",1,2.002,0.435,0,8
"CLI-01525","servicios",9.2,1.325,0.339,0,4
"CLI-01526","construccion",2.1,2.189,0.36,0,8
"CLI-01527","comercio",7.2,1.648,0.898,1,3
"CLI-01528","agro",1.8,1.436,0.274,0,5
"CLI-01529","construccion",14.4,1.634,0.493,1,7
"CLI-01530","servicios",9.2,1.842,0.851,0,1
"CLI-01531","servicios",4.9,1.994,0.787,0,8
"CLI-01532","manufactura",11,1.672,0.763,0,7
"CLI-01533","manufactura",6.6,1.26,0.59,0,7
"CLI-01534","manufactura",7.1,1.264,0.325,0,3
"CLI-01535","manufactura",16.4,1.305,0.102,0,2
"CLI-01536","comercio",0.6,1.566,0.534,0,8
"CLI-01537","servicios",14.9,1.204,0.12,0,3
"CLI-01538","comercio",1.6,1.645,0.137,0,3
"CLI-01539","construccion",14,1.489,0.387,0,7
"CLI-01540","agro",17.9,1.616,0.596,0,2
"CLI-01541","agro",4.8,0.817,0.703,0,8
"CLI-01542","comercio",11.2,1.942,0.422,1,7
"CLI-01543","comercio",2.4,1.522,0.848,0,1
"CLI-01544","servicios",7.5,0.875,0.243,0,8
"CLI-01545","comercio",11.1,1.545,0.642,0,3
"CLI-01546","manufactura",16.3,1.423,0.723,0,1
"CLI-01547","agro",3.7,1.642,0.139,0,6
"CLI-01548","comercio",16.4,1.068,0.241,0,3
"CLI-01549","manufactura",11.4,1.474,0.647,0,7
"CLI-01550","manufactura",5.2,1.392,0.535,1,1
"CLI-01551","agro",15.5,0.416,0.689,0,1
"CLI-01552","agro",1.3,1.832,0.813,0,4
"CLI-01553","comercio",3,1.233,0.29,0,1
"CLI-01554","manufactura",7.7,1.41,0.771,0,6
"CLI-01555","construccion",13.7,0.638,0.168,0,3
"CLI-01556","construccion",4.1,1.727,0.528,0,8
"CLI-01557","comercio",6.9,1.085,0.538,0,8
"CLI-01558","construccion",9.4,2.138,0.793,0,6
"CLI-01559","comercio",3,1.83,0.195,0,8
"CLI-01560","comercio",1,2.151,0.607,0,8
"CLI-01561","servicios",4.2,0.926,0.867,0,3
"CLI-01562","manufactura",3.4,1.839,0.4,0,6
"CLI-01563","manufactura",9.9,1.895,0.49,0,1
"CLI-01564","construccion",21.9,3.038,0.32,0,6
"CLI-01565","comercio",4.7,0.599,0.258,0,3
"CLI-01566","comercio",13,0.289,0.755,1,7
"CLI-01567","comercio",5.9,2.065,0.187,0,8
"CLI-01568","comercio",1.4,1.11,0.7,0,1
"CLI-01569","servicios",11.6,0.429,0.709,0,8
"CLI-01570","servicios",3.5,0.862,0.741,0,7
"CLI-01571","comercio",1.6,1.586,0.608,0,6
"CLI-01572","comercio",5.8,1.911,0.223,0,8
"CLI-01573","construccion",1.9,2.095,0.169,0,4
"CLI-01574","agro",2.6,0.974,0.788,1,1
"CLI-01575","agro",8.9,2.848,0.167,0,8
"CLI-01576","comercio",10.3,1.554,0.213,1,3
"CLI-01577","comercio",1.2,1.068,0.524,0,1
"CLI-01578","servicios",6.6,1.107,0.865,0,8
"CLI-01579","comercio",7.6,1.869,0.426,1,3
"CLI-01580","agro",6.8,2.139,0.481,0,1
"CLI-01581","comercio",7.3,0.454,0.777,0,7
"CLI-01582","agro",8.7,1.438,0.239,0,1
"CLI-01583","construccion",10.7,1.871,0.538,0,6
"CLI-01584","construccion",2.5,1.249,0.184,0,4
"CLI-01585","comercio",7.1,1.516,0.393,1,8
"CLI-01586","agro",16,1.294,0.889,0,1
"CLI-01587","construccion",2.9,1.897,0.68,0,7
"CLI-01588","comercio",6.4,0.588,0.362,0,8
"CLI-01589","manufactura",20.3,1.522,0.127,0,4
"CLI-01590","comercio",20.5,1.958,0.504,0,7
"CLI-01591","comercio",7.6,1.382,0.305,0,1
"CLI-01592","servicios",6.9,1.173,0.627,1,8
"CLI-01593","comercio",2.4,1.746,0.206,0,3
"CLI-01594","comercio",3,2.161,0.84,0,1
"CLI-01595","manufactura",2.7,0.761,0.738,0,6
"CLI-01596","construccion",3.3,1.018,0.684,0,6
"CLI-01597","agro",3.1,1.752,0.357,0,2
"CLI-01598","comercio",14.4,2.085,0.883,0,7
"CLI-01599","servicios",4.6,1.488,0.79,0,4
"CLI-01600","servicios",7,2.439,0.78,0,4
"CLI-01601","comercio",13.2,2.153,0.52,0,5
"CLI-01602","construccion",7.4,1.235,0.627,0,1
"CLI-01603","manufactura",19.3,1.609,0.673,0,6
"CLI-01604","comercio",2.9,1.134,0.803,0,1
"CLI-01605","comercio",1.1,1.944,0.421,1,4
"CLI-01606","servicios",1.4,2.04,0.219,0,7
"CLI-01607","comercio",2.4,2.314,0.206,0,1
"CLI-01608","manufactura",10.8,1.789,0.222,0,4
"CLI-01609","construccion",13.3,1.655,0.598,0,5
"CLI-01610","comercio",8,2.191,0.484,0,3
"CLI-01611","manufactura",3.3,1.81,0.102,0,4
"CLI-01612","manufactura",2.9,1.585,0.238,0,1
"CLI-01613","construccion",7.4,0.527,0.856,0,8
"CLI-01614","construccion",9.7,2.471,0.532,0,3
"CLI-01615","servicios",11.8,0.999,0.785,0,7
"CLI-01616","manufactura",12.1,1.414,0.85,0,5
"CLI-01617","manufactura",11.2,1.335,0.798,0,2
"CLI-01618","construccion",6.4,0.502,0.835,0,3
"CLI-01619","agro",11.3,1.747,0.893,1,7
"CLI-01620","agro",2.2,2.987,0.439,0,1
"CLI-01621","comercio",17.6,1.974,0.349,0,8
"CLI-01622","comercio",2.7,1.403,0.146,0,7
"CLI-01623","servicios",4,1.894,0.307,1,4
"CLI-01624","manufactura",4.1,0.911,0.24,0,3
"CLI-01625","agro",5.3,1.856,0.52,0,2
"CLI-01626","manufactura",2.3,1.555,0.688,0,8
"CLI-01627","manufactura",17.6,1.3,0.812,0,5
"CLI-01628","comercio",8.6,1.976,0.226,0,8
"CLI-01629","agro",2.3,1.11,0.134,1,6
"CLI-01630","agro",7.6,2.694,0.333,1,3
"CLI-01631","comercio",4.8,0.752,0.885,0,2
"CLI-01632","agro",2.8,1.122,0.762,0,4
"CLI-01633","servicios",3.6,2.104,0.742,0,6
"CLI-01634","comercio",3.8,1.282,0.145,0,1
"CLI-01635","comercio",20.2,1.43,0.829,0,6
"CLI-01636","manufactura",1.5,2.359,0.719,0,5
"CLI-01637","comercio",13.5,2.022,0.565,0,6
"CLI-01638","agro",6.6,2.101,0.435,0,2
"CLI-01639","comercio",7,0.668,0.781,0,2
"CLI-01640","construccion",2.7,1.36,0.816,0,7
"CLI-01641","agro",3.4,1.257,0.397,0,7
"CLI-01642","servicios",8.8,0.576,0.445,0,6
"CLI-01643","manufactura",1,1.144,0.195,0,3
"CLI-01644","construccion",12.1,2.029,0.353,0,5
"CLI-01645","comercio",2.2,1.411,0.373,0,7
"CLI-01646","servicios",4.9,0.819,0.593,0,8
"CLI-01647","construccion",11.6,1.019,0.17,0,5
"CLI-01648","manufactura",0.9,1.575,0.165,0,6
"CLI-01649","comercio",5.3,1.891,0.785,0,8
"CLI-01650","comercio",1.2,1.892,0.701,0,7
"CLI-01651","servicios",6.7,1.855,0.721,0,1
"CLI-01652","servicios",8.1,0.665,0.464,0,2
"CLI-01653","servicios",9,1.752,0.485,0,1
"CLI-01654","manufactura",15.1,2.201,0.862,0,3
"CLI-01655","manufactura",14,2.662,0.449,0,7
"CLI-01656","manufactura",0.4,2.181,0.77,0,7
"CLI-01657","manufactura",0.4,1.268,0.192,0,5
"CLI-01658","construccion",1,1.837,0.633,0,8
"CLI-01659","agro",0.6,1.259,0.747,0,3
"CLI-01660","agro",11.6,1.42,0.714,0,8
"CLI-01661","manufactura",3.3,1.737,0.106,0,8
"CLI-01662","comercio",10.1,1.612,0.584,0,6
"CLI-01663","agro",3.6,1.731,0.702,0,2
"CLI-01664","servicios",5.9,1.396,0.844,0,4
"CLI-01665","manufactura",6.9,1.847,0.305,0,6
"CLI-01666","servicios",1.2,1.565,0.244,0,4
"CLI-01667","manufactura",2.8,1.629,0.433,0,2
"CLI-01668","comercio",5.3,2.12,0.305,0,3
"CLI-01669","comercio",7,1.044,0.771,0,1
"CLI-01670","comercio",7.2,1.276,0.771,0,5
"CLI-01671","comercio",13.9,1.787,0.583,0,3
"CLI-01672","comercio",9.6,1.555,0.561,0,4
"CLI-01673","comercio",5.6,1.831,0.684,0,4
"CLI-01674","comercio",6.4,1.746,0.873,0,2
"CLI-01675","manufactura",6.6,1.039,0.701,0,4
"CLI-01676","manufactura",20,0.722,0.81,0,6
"CLI-01677","comercio",9.7,2.424,0.369,1,8
"CLI-01678","manufactura",4.3,1.22,0.341,0,7
"CLI-01679","agro",7.5,1.958,0.37,0,3
"CLI-01680","comercio",1.2,1.065,0.473,0,3
"CLI-01681","servicios",7.5,1.474,0.572,0,1
"CLI-01682","servicios",0.5,2.408,0.501,0,6
"CLI-01683","manufactura",7.9,1.316,0.525,0,2
"CLI-01684","comercio",3.3,1.606,0.662,0,2
"CLI-01685","construccion",1.7,1.363,0.486,0,5
"CLI-01686","comercio",15.4,1.629,0.79,0,7
"CLI-01687","comercio",7.1,0.422,0.444,0,8
"CLI-01688","manufactura",11.5,0.94,0.499,1,7
"CLI-01689","servicios",12.6,0.793,0.374,0,7
"CLI-01690","construccion",4.3,1.036,0.524,1,8
"CLI-01691","servicios",8.7,1.481,0.47,0,8
"CLI-01692","comercio",17.7,1.282,0.442,1,5
"CLI-01693","manufactura",3.6,1.981,0.699,1,3
"CLI-01694","agro",5.2,1.845,0.23,0,7
"CLI-01695","manufactura",13.1,1.182,0.376,0,4
"CLI-01696","manufactura",0.9,1.915,0.37,0,3
"CLI-01697","manufactura",9.6,1.065,0.173,0,1
"CLI-01698","construccion",8.1,2.076,0.599,0,6
"CLI-01699","manufactura",10.5,0.611,0.183,0,2
"CLI-01700","manufactura",3.8,1.824,0.88,0,3
"CLI-01701","agro",2.8,1.21,0.411,0,5
"CLI-01702","comercio",2.1,1.35,0.113,0,1
"CLI-01703","manufactura",6.5,1.514,0.391,0,6
"CLI-01704","servicios",8.2,1.103,0.7,0,8
"CLI-01705","comercio",2.9,1.456,0.157,0,6
"CLI-01706","manufactura",3.8,2.249,0.633,0,7
"CLI-01707","comercio",6.4,0.598,0.468,0,1
"CLI-01708","comercio",3.5,2.039,0.276,0,7
"CLI-01709","comercio",23.4,2.166,0.43,0,4
"CLI-01710","agro",5.6,0.96,0.418,0,7
"CLI-01711","servicios",3.7,1.638,0.459,1,4
"CLI-01712","construccion",7.6,1.534,0.743,0,4
"CLI-01713","manufactura",6.6,1.607,0.481,0,4
"CLI-01714","manufactura",6.4,1.435,0.88,0,2
"CLI-01715","servicios",13.2,1.092,0.582,0,5
"CLI-01716","agro",7.3,1.026,0.639,0,6
"CLI-01717","servicios",6.9,1.908,0.167,0,3
"CLI-01718","comercio",0.3,1.407,0.557,0,7
"CLI-01719","comercio",5.6,1.493,0.251,0,7
"CLI-01720","comercio",1.9,0.794,0.624,1,1
"CLI-01721","comercio",2,0.639,0.297,1,1
"CLI-01722","manufactura",4.2,2.284,0.288,0,3
"CLI-01723","agro",9.3,1.708,0.146,0,1
"CLI-01724","servicios",4.3,1.595,0.887,0,1
"CLI-01725","servicios",3.4,0.905,0.604,0,7
"CLI-01726","manufactura",6.5,1.694,0.598,0,3
"CLI-01727","manufactura",1.1,0.721,0.427,0,5
"CLI-01728","comercio",2.6,2.008,0.16,0,3
"CLI-01729","servicios",16.9,0.949,0.59,0,7
"CLI-01730","comercio",1.9,1.392,0.599,0,2
"CLI-01731","servicios",2.5,2.313,0.564,1,1
"CLI-01732","comercio",12.1,1.042,0.296,0,1
"CLI-01733","comercio",4.3,1.681,0.423,0,2
"CLI-01734","manufactura",4.7,0.881,0.459,0,7
"CLI-01735","manufactura",14,2.438,0.37,0,2
"CLI-01736","agro",7.6,1.384,0.664,0,7
"CLI-01737","construccion",9.2,1.107,0.185,0,7
"CLI-01738","manufactura",7.3,1.196,0.117,0,5
"CLI-01739","servicios",16.2,1.887,0.673,0,3
"CLI-01740","construccion",6.8,1.13,0.401,0,6
"CLI-01741","manufactura",5.6,1.569,0.15,0,8
"CLI-01742","servicios",2.7,1.602,0.833,0,1
"CLI-01743","manufactura",12.1,2.509,0.775,0,1
"CLI-01744","agro",1.3,1.216,0.778,0,8
"CLI-01745","comercio",6.4,1.406,0.183,0,3
"CLI-01746","comercio",18.4,1.31,0.716,0,8
"CLI-01747","manufactura",6,1.246,0.333,0,7
"CLI-01748","comercio",13.6,1.386,0.176,0,8
"CLI-01749","servicios",8.9,0.537,0.869,0,4
"CLI-01750","manufactura",1.3,0.963,0.412,0,2
"CLI-01751","comercio",2.6,1.662,0.64,1,2
"CLI-01752","servicios",8.8,0.613,0.716,0,4
"CLI-01753","manufactura",3.9,0.744,0.624,0,8
"CLI-01754","comercio",5.2,2.094,0.685,0,1
"CLI-01755","servicios",4.5,1.438,0.53,0,7
"CLI-01756","servicios",1.9,2.165,0.366,0,8
"CLI-01757","construccion",5.2,1.045,0.626,0,8
"CLI-01758","construccion",5.8,1.152,0.834,1,4
"CLI-01759","comercio",5.9,1.64,0.477,0,6
"CLI-01760","agro",4.7,1.55,0.323,0,4
"CLI-01761","servicios",0.3,2.364,0.142,0,5
"CLI-01762","construccion",6,1.658,0.877,0,5
"CLI-01763","construccion",14.1,1.068,0.781,0,7
"CLI-01764","construccion",4.7,1.03,0.38,0,3
"CLI-01765","servicios",2,1.836,0.699,0,3
"CLI-01766","agro",4.9,1.304,0.233,0,5
"CLI-01767","comercio",5.5,2.871,0.541,0,2
"CLI-01768","manufactura",9.4,1.245,0.665,0,3
"CLI-01769","manufactura",3.3,1.802,0.268,0,4
"CLI-01770","servicios",9.4,1.664,0.705,0,5
"CLI-01771","construccion",8.8,1.392,0.564,0,5
"CLI-01772","servicios",1.8,1.559,0.607,0,5
"CLI-01773","comercio",2.8,1.118,0.233,0,4
"CLI-01774","comercio",8.2,1.579,0.194,0,7
"CLI-01775","servicios",3.2,1.908,0.372,1,3
"CLI-01776","manufactura",26,1.882,0.259,0,3
"CLI-01777","comercio",5.4,1.334,0.744,0,7
"CLI-01778","agro",3.8,2.387,0.562,1,7
"CLI-01779","construccion",3.3,1.292,0.851,0,2
"CLI-01780","comercio",4.4,2.379,0.406,0,1
"CLI-01781","construccion",5.3,1.912,0.722,1,8
"CLI-01782","comercio",7.8,2.3,0.727,0,2
"CLI-01783","servicios",8.6,1.849,0.533,0,1
"CLI-01784","construccion",2.5,1.006,0.364,1,7
"CLI-01785","servicios",11.2,1.283,0.437,0,2
"CLI-01786","servicios",4.7,1.64,0.823,0,5
"CLI-01787","manufactura",5.4,1.766,0.452,0,1
"CLI-01788","manufactura",3.8,1.183,0.331,0,7
"CLI-01789","agro",3.2,1.466,0.706,0,3
"CLI-01790","construccion",3.8,0.903,0.348,0,8
"CLI-01791","construccion",12.5,1.472,0.315,0,1
"CLI-01792","manufactura",4,2.299,0.793,1,2
"CLI-01793","comercio",6.1,1.43,0.554,0,1
"CLI-01794","manufactura",0.9,1.716,0.737,0,8
"CLI-01795","comercio",3.2,1.638,0.293,0,3
"CLI-01796","comercio",13.4,0.92,0.727,0,7
"CLI-01797","manufactura",14.8,1.568,0.365,0,5
"CLI-01798","comercio",2.3,1.232,0.125,0,6
"CLI-01799","manufactura",4.7,1.435,0.11,0,2
"CLI-01800","agro",1.5,1.249,0.503,0,6
"CLI-01801","servicios",2.8,2.405,0.209,1,2
"CLI-01802","comercio",7,2.243,0.2,0,6
"CLI-01803","manufactura",8.3,1.629,0.875,0,4
"CLI-01804","comercio",10.5,1.832,0.276,1,6
"CLI-01805","comercio",8.1,1.074,0.727,0,6
"CLI-01806","comercio",1.8,1.435,0.132,0,1
"CLI-01807","construccion",9.5,1.541,0.418,0,2
"CLI-01808","agro",9.8,1.711,0.425,0,4
"CLI-01809","construccion",9.8,0.669,0.294,0,4
"CLI-01810","construccion",2.2,1.898,0.488,0,8
"CLI-01811","construccion",8.7,0.616,0.893,0,6
"CLI-01812","manufactura",5.5,1.703,0.667,0,3
"CLI-01813","manufactura",8.4,1.422,0.646,0,3
"CLI-01814","manufactura",3.1,1.004,0.227,0,6
"CLI-01815","construccion",7.9,1.283,0.715,0,7
"CLI-01816","comercio",4.9,1.258,0.606,1,3
"CLI-01817","comercio",9.9,2.101,0.522,0,2
"CLI-01818","manufactura",3.7,2.039,0.76,0,1
"CLI-01819","comercio",16,2.306,0.291,0,4
"CLI-01820","agro",15.9,1.311,0.853,0,4
"CLI-01821","construccion",4.6,1.668,0.263,0,5
"CLI-01822","manufactura",13.4,0.995,0.615,0,1
"CLI-01823","manufactura",4.7,2.389,0.72,0,6
"CLI-01824","construccion",0.6,1.292,0.812,0,7
"CLI-01825","servicios",2.7,2.211,0.79,0,7
"CLI-01826","construccion",4.5,1.249,0.217,0,1
"CLI-01827","agro",9.8,1.513,0.602,0,8
"CLI-01828","comercio",2.9,1.687,0.83,0,5
"CLI-01829","manufactura",5.4,1.496,0.222,0,4
"CLI-01830","construccion",22.8,1.496,0.521,0,5
"CLI-01831","comercio",5.5,1.452,0.416,0,1
"CLI-01832","construccion",3,1.367,0.882,0,6
"CLI-01833","comercio",9.1,0.735,0.525,0,5
"CLI-01834","servicios",12.1,1.136,0.609,1,7
"CLI-01835","manufactura",6.3,1.857,0.721,0,6
"CLI-01836","comercio",7.3,0.931,0.627,0,6
"CLI-01837","manufactura",8.9,2.188,0.177,0,1
"CLI-01838","comercio",4.9,1.416,0.351,0,4
"CLI-01839","construccion",6.6,0.86,0.625,0,6
"CLI-01840","comercio",5.7,1.438,0.832,0,3
"CLI-01841","comercio",18.1,0.902,0.52,0,7
"CLI-01842","comercio",11.9,2.224,0.726,0,3
"CLI-01843","manufactura",6.6,1.83,0.545,0,7
"CLI-01844","manufactura",1.2,1.556,0.751,0,4
"CLI-01845","manufactura",1.1,2.345,0.559,0,5
"CLI-01846","servicios",4.7,1.137,0.537,0,6
"CLI-01847","servicios",7.3,1.695,0.637,0,3
"CLI-01848","construccion",11,1.396,0.797,0,5
"CLI-01849","servicios",3.4,1.46,0.728,0,8
"CLI-01850","comercio",2.1,1.528,0.263,0,3
"CLI-01851","comercio",4.5,1.723,0.558,0,8
"CLI-01852","servicios",9,1.521,0.586,0,1
"CLI-01853","servicios",5,2.084,0.759,0,8
"CLI-01854","construccion",8.4,1.515,0.294,0,1
"CLI-01855","servicios",1.4,1.139,0.655,0,2
"CLI-01856","comercio",3,1.968,0.634,0,1
"CLI-01857","manufactura",17.1,1.052,0.673,0,1
"CLI-01858","comercio",4.7,2.193,0.596,0,8
"CLI-01859","agro",6.8,1.493,0.509,0,8
"CLI-01860","construccion",7.9,1.076,0.6,0,5
"CLI-01861","comercio",3.1,2.129,0.487,0,1
"CLI-01862","manufactura",8.1,1.298,0.222,0,7
"CLI-01863","servicios",4.8,1.723,0.451,0,8
"CLI-01864","construccion",6.1,2.328,0.566,1,1
"CLI-01865","construccion",22.3,0.506,0.706,0,6
"CLI-01866","comercio",4.1,1.853,0.669,1,2
"CLI-01867","comercio",9.5,1.46,0.778,0,5
"CLI-01868","comercio",7.8,0.736,0.352,0,6
"CLI-01869","servicios",6.4,1.412,0.139,0,2
"CLI-01870","manufactura",5,0.304,0.864,0,1
"CLI-01871","comercio",3.2,1.367,0.269,0,6
"CLI-01872","agro",15.9,1.838,0.512,0,8
"CLI-01873","manufactura",10,0.619,0.866,0,4
"CLI-01874","agro",7.7,1.308,0.836,0,1
"CLI-01875","manufactura",2.8,0.439,0.339,0,8
"CLI-01876","construccion",7.9,1.336,0.189,0,8
"CLI-01877","manufactura",10.9,1.321,0.259,0,5
"CLI-01878","comercio",8.9,1.057,0.498,0,6
"CLI-01879","agro",3.8,1.174,0.161,0,8
"CLI-01880","comercio",21.7,1.644,0.126,0,3
"CLI-01881","manufactura",2.1,1.593,0.173,0,6
"CLI-01882","construccion",8.3,1.226,0.733,0,4
"CLI-01883","comercio",8.9,1.911,0.887,0,4
"CLI-01884","manufactura",5.8,1.698,0.45,0,3
"CLI-01885","comercio",13.8,0.939,0.641,0,8
"CLI-01886","manufactura",6.1,1.302,0.769,0,3
"CLI-01887","manufactura",5.3,1.213,0.563,0,2
"CLI-01888","agro",3,1.836,0.147,0,8
"CLI-01889","manufactura",1.8,1.701,0.854,0,5
"CLI-01890","construccion",4.1,1.189,0.457,1,1
"CLI-01891","servicios",17,0.822,0.188,0,4
"CLI-01892","construccion",10.3,1.634,0.238,0,8
"CLI-01893","comercio",1.1,1.131,0.693,0,1
"CLI-01894","construccion",15.7,1.45,0.641,0,3
"CLI-01895","servicios",15.1,1.512,0.449,0,6
"CLI-01896","manufactura",4.4,1.906,0.174,0,1
"CLI-01897","manufactura",19.1,1.787,0.271,0,7
"CLI-01898","agro",12.9,1.934,0.68,0,7
"CLI-01899","comercio",1.3,1.381,0.769,0,8
"CLI-01900","comercio",3.2,1.854,0.589,0,4
"CLI-01901","manufactura",4.9,1.123,0.565,0,6
"CLI-01902","servicios",10.7,0.778,0.788,0,6
"CLI-01903","comercio",5.1,1.803,0.493,0,1
"CLI-01904","servicios",13.2,1.705,0.337,0,5
"CLI-01905","manufactura",12.6,1.131,0.292,0,7
"CLI-01906","manufactura",5.3,1.31,0.556,0,7
"CLI-01907","agro",2.6,2.438,0.15,0,4
"CLI-01908","construccion",13.4,1.749,0.418,0,5
"CLI-01909","manufactura",11.1,2.403,0.35,0,2
"CLI-01910","construccion",17.5,0.549,0.536,0,5
"CLI-01911","manufactura",14.9,1.641,0.16,0,6
"CLI-01912","manufactura",9.5,1.664,0.867,0,6
"CLI-01913","comercio",3.7,1.06,0.889,0,6
"CLI-01914","servicios",3.7,1.333,0.127,0,5
"CLI-01915","servicios",7.3,0.69,0.651,0,7
"CLI-01916","servicios",9,1.98,0.834,0,3
"CLI-01917","manufactura",8,2.207,0.722,0,6
"CLI-01918","construccion",12.5,1.741,0.487,0,4
"CLI-01919","agro",5.6,2.039,0.708,0,3
"CLI-01920","manufactura",17.4,1.427,0.846,0,5
"CLI-01921","comercio",6.8,0.929,0.828,1,8
"CLI-01922","manufactura",12.3,1.335,0.414,0,2
"CLI-01923","comercio",3.5,0.621,0.163,0,4
"CLI-01924","servicios",3.3,2.193,0.789,0,3
"CLI-01925","comercio",7.1,2.528,0.486,0,3
"CLI-01926","comercio",11.5,1.54,0.317,1,5
"CLI-01927","manufactura",1.7,1.841,0.367,0,6
"CLI-01928","construccion",5.1,1.614,0.421,0,7
"CLI-01929","comercio",7.8,1.88,0.219,0,5
"CLI-01930","servicios",9.5,1.274,0.26,0,2
"CLI-01931","servicios",2.5,1.169,0.189,0,7
"CLI-01932","manufactura",5.6,1.628,0.766,0,7
"CLI-01933","agro",0.8,1.12,0.634,0,1
"CLI-01934","servicios",10.2,0.834,0.531,0,4
"CLI-01935","manufactura",3.6,1.716,0.591,0,3
"CLI-01936","comercio",12.1,1.133,0.722,0,1
"CLI-01937","manufactura",16.1,2.213,0.147,0,6
"CLI-01938","manufactura",3.4,1.019,0.109,0,6
"CLI-01939","comercio",1.1,1.477,0.771,0,1
"CLI-01940","comercio",15.8,1.778,0.508,1,7
"CLI-01941","construccion",3.7,1.378,0.348,0,6
"CLI-01942","servicios",5.5,1.032,0.607,0,2
"CLI-01943","comercio",10.7,1.14,0.838,1,1
"CLI-01944","manufactura",0.5,0.625,0.244,0,2
"CLI-01945","manufactura",6.5,2.144,0.659,0,3
"CLI-01946","comercio",10.3,1.947,0.221,0,3
"CLI-01947","servicios",2.3,1.477,0.747,0,7
"CLI-01948","manufactura",0.9,1.797,0.212,0,7
"CLI-01949","construccion",4.4,1.526,0.863,1,6
"CLI-01950","comercio",7.5,0.957,0.283,0,7
"CLI-01951","servicios",8.6,1.324,0.849,1,1
"CLI-01952","comercio",3,1.865,0.373,0,1
"CLI-01953","servicios",4.9,1.299,0.606,1,6
"CLI-01954","comercio",4.5,1.092,0.815,0,5
"CLI-01955","comercio",5.5,1.605,0.279,0,1
"CLI-01956","manufactura",2.3,1.429,0.127,0,2
"CLI-01957","comercio",3,1.528,0.808,0,8
"CLI-01958","agro",5.3,1.792,0.576,0,6
"CLI-01959","manufactura",13.1,2.139,0.338,0,1
"CLI-01960","agro",18.6,0.774,0.53,0,8
"CLI-01961","construccion",5.4,1.801,0.365,0,3
"CLI-01962","servicios",5.2,1.227,0.184,0,5
"CLI-01963","manufactura",4.6,1.637,0.881,0,3
"CLI-01964","manufactura",12.2,1.617,0.301,0,1
"CLI-01965","manufactura",8.1,1.378,0.766,0,6
"CLI-01966","comercio",0.8,1.973,0.551,1,6
"CLI-01967","manufactura",0.3,1.104,0.591,0,6
"CLI-01968","comercio",12.4,0.805,0.271,0,2
"CLI-01969","comercio",6.8,1.834,0.316,0,1
"CLI-01970","comercio",5,0.779,0.298,0,7
"CLI-01971","comercio",10.9,0.608,0.408,0,5
"CLI-01972","comercio",7.1,0.63,0.377,0,6
"CLI-01973","servicios",11.5,1.047,0.163,0,1
"CLI-01974","construccion",10.4,0.608,0.776,1,5
"CLI-01975","comercio",7.8,1.629,0.788,0,7
"CLI-01976","comercio",6.4,1.835,0.531,0,7
"CLI-01977","servicios",12.9,1.319,0.431,0,5
"CLI-01978","comercio",5.6,1.62,0.531,0,1
"CLI-01979","comercio",13.3,1.779,0.138,0,5
"CLI-01980","agro",6.7,1.146,0.499,0,8
"CLI-01981","comercio",4.2,1.469,0.114,0,1
"CLI-01982","construccion",2.8,0.671,0.276,0,2
"CLI-01983","manufactura",12.1,1.919,0.475,0,8
"CLI-01984","comercio",4.9,2.058,0.134,0,6
"CLI-01985","comercio",7.6,1.854,0.283,0,8
"CLI-01986","construccion",0.2,1.42,0.512,0,7
"CLI-01987","manufactura",4.8,2.232,0.892,0,4
"CLI-01988","manufactura",17.4,1.608,0.162,0,5
"CLI-01989","servicios",8.1,2.348,0.873,0,1
"CLI-01990","servicios",12.3,2.432,0.893,0,5
"CLI-01991","agro",17.4,1.092,0.329,0,5
"CLI-01992","comercio",1.3,1.264,0.417,0,5
"CLI-01993","comercio",8.5,1.539,0.144,0,5
"CLI-01994","comercio",8.8,1.725,0.296,0,2
"CLI-01995","servicios",6.1,2.68,0.89,0,2
