"id_poliza","sector","zona","antiguedad","exposure","n_siniestros"
"POL-01673","comercio","rural",6.7,0.77,0
"POL-01674","comercio","urbana",9,0.73,0
"POL-01675","manufactura","urbana",2.3,0.71,2
"POL-01676","manufactura","urbana",3.8,0.87,0
"POL-01677","comercio","urbana",1.8,0.58,0
"POL-01678","manufactura","suburbana",8,0.67,2
"POL-01679","agro","urbana",10.2,0.67,0
"POL-01680","comercio","urbana",2.9,0.55,0
"POL-01681","servicios","rural",3,0.81,2
"POL-01682","servicios","urbana",0.9,0.55,0
"POL-01683","manufactura","rural",1,0.99,2
"POL-01684","comercio","suburbana",1.7,0.69,3
"POL-01685","construccion","suburbana",4.8,0.51,2
"POL-01686","comercio","urbana",8,0.68,2
"POL-01687","comercio","rural",6.4,0.88,0
"POL-01688","manufactura","rural",3.4,0.54,1
"POL-01689","servicios","urbana",2,0.83,2
"POL-01690","construccion","rural",3.5,0.73,1
"POL-01691","servicios","rural",16,0.61,1
"POL-01692","comercio","urbana",6.8,0.71,1
"POL-01693","manufactura","urbana",6.5,0.7,0
"POL-01694","agro","urbana",4,0.72,2
"POL-01695","manufactura","rural",13.9,0.9,0
"POL-01696","manufactura","urbana",4.5,0.74,1
"POL-01697","manufactura","urbana",5.2,0.99,0
"POL-01698","construccion","rural",2,0.8,3
"POL-01699","manufactura","rural",7.7,0.84,0
"POL-01700","manufactura","urbana",8.1,0.54,2
"POL-01701","agro","suburbana",3.5,0.79,0
"POL-01702","comercio","suburbana",8.3,0.59,0
"POL-01703","manufactura","rural",4.4,0.83,1
"POL-01704","servicios","urbana",4.2,0.62,0
"POL-01705","comercio","rural",1.6,0.62,1
"POL-01706","manufactura","urbana",8.1,0.53,2
"POL-01707","comercio","rural",19.7,0.99,0
"POL-01708","comercio","rural",5.7,0.82,2
"POL-01709","comercio","rural",9,0.81,1
"POL-01710","agro","urbana",4,0.7,2
"POL-01711","servicios","suburbana",4.7,0.54,1
"POL-01712","construccion","urbana",8.7,0.81,0
"POL-01713","manufactura","urbana",5.9,0.81,1
"POL-01714","manufactura","rural",4.7,0.79,2
"POL-01715","servicios","urbana",5.5,0.62,2
"POL-01716","agro","urbana",2.9,0.7,0
"POL-01717","servicios","rural",5.7,0.72,0
"POL-01718","comercio","rural",13.7,0.67,0
"POL-01719","comercio","urbana",9.4,0.85,0
"POL-01720","comercio","suburbana",15.4,0.55,0
"POL-01721","comercio","suburbana",3,0.51,0
"POL-01722","manufactura","suburbana",14.7,0.86,0
"POL-01723","agro","urbana",11,0.69,0
"POL-01724","servicios","urbana",5.7,0.53,0
"POL-01725","servicios","suburbana",0.4,0.96,1
"POL-01726","manufactura","urbana",4.6,0.92,4
"POL-01727","manufactura","urbana",1.8,0.92,1
"POL-01728","comercio","urbana",7.7,0.55,4
"POL-01729","servicios","urbana",6.1,0.89,5
"POL-01730","comercio","urbana",3.4,0.65,0
"POL-01731","servicios","suburbana",7.8,0.55,0
"POL-01732","comercio","suburbana",3.3,0.98,1
"POL-01733","comercio","rural",2.1,0.69,0
"POL-01734","manufactura","rural",3.7,0.84,2
"POL-01735","manufactura","urbana",7.2,0.89,1
"POL-01736","agro","rural",11.6,0.83,0
"POL-01737","construccion","urbana",1.2,0.87,6
"POL-01738","manufactura","suburbana",4.9,0.77,0
"POL-01739","servicios","rural",1.3,0.67,0
"POL-01740","construccion","urbana",6.4,0.83,1
"POL-01741","manufactura","urbana",6.4,0.96,0
"POL-01742","servicios","urbana",9.4,0.74,1
"POL-01743","manufactura","suburbana",7.3,0.64,2
"POL-01744","agro","urbana",3.3,0.53,0
"POL-01745","comercio","suburbana",10.7,0.99,1
"POL-01746","comercio","urbana",3.8,0.93,3
"POL-01747","manufactura","suburbana",0.8,0.67,1
"POL-01748","comercio","urbana",2,0.87,7
"POL-01749","servicios","rural",6.8,0.58,0
"POL-01750","manufactura","urbana",11.7,0.78,1
"POL-01751","comercio","urbana",1.4,0.85,0
"POL-01752","servicios","urbana",4,0.61,2
"POL-01753","manufactura","rural",3.1,0.88,0
"POL-01754","comercio","urbana",2.3,0.79,13
"POL-01755","servicios","rural",3.3,0.82,0
"POL-01756","servicios","urbana",3.4,0.58,1
"POL-01757","construccion","urbana",6.3,0.56,0
"POL-01758","construccion","suburbana",5.4,0.67,0
"POL-01759","comercio","suburbana",5.4,0.6,1
"POL-01760","agro","urbana",11.6,0.9,0
"POL-01761","servicios","urbana",7.2,0.79,1
"POL-01762","construccion","urbana",7,0.97,3
"POL-01763","construccion","rural",8.7,0.69,0
"POL-01764","construccion","urbana",3.8,0.89,4
"POL-01765","servicios","suburbana",0.7,0.89,0
"POL-01766","agro","rural",7.5,0.77,0
"POL-01767","comercio","urbana",2.9,0.66,2
"POL-01768","manufactura","urbana",1.3,0.71,1
"POL-01769","manufactura","suburbana",0,0.95,0
"POL-01770","servicios","suburbana",3.1,0.72,0
"POL-01771","construccion","suburbana",5,0.64,0
"POL-01772","servicios","urbana",11.2,0.88,0
"POL-01773","comercio","rural",7.2,0.66,1
"POL-01774","comercio","suburbana",15.1,0.63,0
"POL-01775","servicios","suburbana",3.9,0.93,0
"POL-01776","manufactura","urbana",3.4,0.78,2
"POL-01777","comercio","urbana",15.8,0.9,3
"POL-01778","agro","urbana",1.8,0.62,2
"POL-01779","construccion","urbana",5,0.89,0
"POL-01780","comercio","urbana",3.4,0.67,0
"POL-01781","construccion","rural",0.5,0.52,0
"POL-01782","comercio","urbana",10.2,0.51,2
"POL-01783","servicios","urbana",5.3,0.75,3
"POL-01784","construccion","rural",2,0.57,0
"POL-01785","servicios","urbana",1,0.56,2
"POL-01786","servicios","urbana",3.2,0.98,0
"POL-01787","manufactura","urbana",3.6,0.61,0
"POL-01788","manufactura","urbana",5.4,0.89,6
"POL-01789","agro","urbana",5.3,0.52,1
"POL-01790","construccion","rural",1,0.7,0
"POL-01791","construccion","urbana",3.8,0.7,1
"POL-01792","manufactura","suburbana",7.3,0.62,0
"POL-01793","comercio","urbana",11.2,0.74,0
"POL-01794","manufactura","urbana",2.6,1,7
"POL-01795","comercio","rural",5.8,0.85,0
"POL-01796","comercio","suburbana",3.3,0.84,2
"POL-01797","manufactura","rural",8.4,0.58,0
"POL-01798","comercio","rural",4.8,0.88,3
"POL-01799","manufactura","urbana",5.4,0.82,2
"POL-01800","agro","urbana",2.2,0.76,0
"POL-01801","servicios","suburbana",6.9,0.91,2
"POL-01802","comercio","urbana",0.5,0.62,0
"POL-01803","manufactura","urbana",2,0.97,1
"POL-01804","comercio","urbana",3.1,0.6,4
"POL-01805","comercio","suburbana",2,0.82,1
"POL-01806","comercio","urbana",2.3,0.89,3
"POL-01807","construccion","rural",2.9,0.94,0
"POL-01808","agro","urbana",0.5,0.93,2
"POL-01809","construccion","urbana",3.7,0.57,0
"POL-01810","construccion","rural",4.5,0.81,4
"POL-01811","construccion","urbana",1.6,0.96,5
"POL-01812","manufactura","urbana",4.9,0.58,3
"POL-01813","manufactura","suburbana",9.9,0.76,0
"POL-01814","manufactura","suburbana",3.1,0.7,0
"POL-01815","construccion","urbana",8.3,0.99,1
"POL-01816","comercio","urbana",3.8,0.77,0
"POL-01817","comercio","suburbana",8.3,0.82,0
"POL-01818","manufactura","rural",4.5,0.89,0
"POL-01819","comercio","rural",10.5,0.83,2
"POL-01820","agro","urbana",5.1,0.55,0
"POL-01821","construccion","urbana",7.2,0.66,1
"POL-01822","manufactura","rural",6.9,0.83,0
"POL-01823","manufactura","suburbana",3.9,0.96,0
"POL-01824","construccion","urbana",5.2,0.76,3
"POL-01825","servicios","suburbana",3.7,0.89,0
"POL-01826","construccion","urbana",6.6,0.78,0
"POL-01827","agro","suburbana",0.9,0.91,7
"POL-01828","comercio","urbana",1.8,0.79,0
"POL-01829","manufactura","suburbana",6.4,0.77,2
"POL-01830","construccion","suburbana",11.1,0.84,0
"POL-01831","comercio","urbana",8.4,0.94,0
"POL-01832","construccion","urbana",2.7,0.89,0
"POL-01833","comercio","urbana",10.8,0.6,1
"POL-01834","servicios","urbana",11,0.79,0
"POL-01835","manufactura","rural",10.9,0.8,0
"POL-01836","comercio","urbana",5.9,0.91,2
"POL-01837","manufactura","urbana",4.9,0.62,0
"POL-01838","comercio","suburbana",5.1,0.85,5
"POL-01839","construccion","urbana",2.7,0.83,3
"POL-01840","comercio","rural",5.5,0.86,2
"POL-01841","comercio","urbana",0.9,0.81,2
"POL-01842","comercio","rural",7.7,0.76,0
"POL-01843","manufactura","suburbana",11.3,0.81,0
"POL-01844","manufactura","urbana",1.6,0.74,6
"POL-01845","manufactura","urbana",0.8,0.58,1
"POL-01846","servicios","suburbana",2.4,0.72,0
"POL-01847","servicios","suburbana",0.8,0.79,0
"POL-01848","construccion","suburbana",9.3,0.88,1
"POL-01849","servicios","urbana",1.2,0.86,1
"POL-01850","comercio","urbana",3.2,0.92,4
"POL-01851","comercio","suburbana",4.1,0.66,0
"POL-01852","servicios","urbana",2.3,0.52,1
"POL-01853","servicios","suburbana",3.4,0.98,2
"POL-01854","construccion","urbana",3,0.61,1
"POL-01855","servicios","suburbana",11.6,0.76,1
"POL-01856","comercio","urbana",3.6,0.98,5
"POL-01857","manufactura","urbana",1.5,0.96,0
"POL-01858","comercio","suburbana",13.1,0.65,1
"POL-01859","agro","suburbana",9.2,0.56,0
"POL-01860","construccion","urbana",5.2,0.6,2
"POL-01861","comercio","suburbana",0.6,0.75,3
"POL-01862","manufactura","urbana",4.1,0.54,0
"POL-01863","servicios","urbana",1.5,0.52,3
"POL-01864","construccion","urbana",10.9,0.55,3
"POL-01865","construccion","urbana",6.9,0.9,0
"POL-01866","comercio","suburbana",2.8,0.99,3
"POL-01867","comercio","rural",2.3,0.72,0
"POL-01868","comercio","suburbana",12.3,0.84,0
"POL-01869","servicios","suburbana",7.1,0.92,1
"POL-01870","manufactura","suburbana",2,0.79,0
"POL-01871","comercio","urbana",2,0.53,1
"POL-01872","agro","suburbana",10.3,0.97,1
"POL-01873","manufactura","urbana",5.9,0.72,0
"POL-01874","agro","rural",3.4,0.56,0
"POL-01875","manufactura","urbana",7.2,0.59,3
"POL-01876","construccion","urbana",4.2,0.87,1
"POL-01877","manufactura","suburbana",3.2,0.84,3
"POL-01878","comercio","rural",2.4,0.72,0
"POL-01879","agro","suburbana",4.9,0.55,0
"POL-01880","comercio","rural",5.5,0.61,0
"POL-01881","manufactura","suburbana",2.8,0.86,1
"POL-01882","construccion","urbana",3.4,0.92,0
"POL-01883","comercio","suburbana",2.6,0.81,0
"POL-01884","manufactura","urbana",5.7,0.79,1
"POL-01885","comercio","urbana",6.1,0.93,1
"POL-01886","manufactura","rural",3.7,0.75,3
"POL-01887","manufactura","urbana",14.3,0.65,0
"POL-01888","agro","urbana",4.2,0.62,0
"POL-01889","manufactura","urbana",6.7,0.78,0
"POL-01890","construccion","urbana",13.7,0.53,0
"POL-01891","servicios","urbana",6.6,0.7,1
"POL-01892","construccion","urbana",3.4,0.66,3
"POL-01893","comercio","suburbana",10.8,0.77,0
"POL-01894","construccion","rural",12.3,0.54,2
"POL-01895","servicios","rural",0.8,0.98,7
"POL-01896","manufactura","urbana",1.6,0.99,0
"POL-01897","manufactura","urbana",3.3,0.52,1
"POL-01898","agro","suburbana",15.1,0.84,1
"POL-01899","comercio","urbana",4.1,0.96,0
"POL-01900","comercio","urbana",3.5,0.89,0
"POL-01901","manufactura","rural",4.2,0.74,2
"POL-01902","servicios","suburbana",1.1,0.88,3
"POL-01903","comercio","suburbana",3.3,0.97,2
"POL-01904","servicios","suburbana",5.8,0.96,2
"POL-01905","manufactura","urbana",2,0.7,2
"POL-01906","manufactura","suburbana",3.5,0.54,1
"POL-01907","agro","suburbana",8.9,0.93,3
"POL-01908","construccion","urbana",8.8,0.74,0
"POL-01909","manufactura","suburbana",2.9,0.64,3
"POL-01910","construccion","urbana",4.4,0.67,3
"POL-01911","manufactura","rural",10.8,0.7,0
"POL-01912","manufactura","rural",5.4,0.57,0
"POL-01913","comercio","urbana",8.8,0.6,0
"POL-01914","servicios","rural",1,0.56,1
"POL-01915","servicios","suburbana",5.7,0.92,0
"POL-01916","servicios","urbana",3.6,0.83,3
"POL-01917","manufactura","urbana",3.4,0.77,0
"POL-01918","construccion","suburbana",2.1,0.81,0
"POL-01919","agro","urbana",3.8,0.89,1
"POL-01920","manufactura","suburbana",3,0.53,0
"POL-01921","comercio","suburbana",7.2,0.51,0
"POL-01922","manufactura","suburbana",6.1,0.92,1
"POL-01923","comercio","rural",9.6,0.76,0
"POL-01924","servicios","suburbana",2.7,0.66,1
"POL-01925","comercio","suburbana",1.3,0.82,5
"POL-01926","comercio","rural",6.4,0.96,0
"POL-01927","manufactura","urbana",10,0.59,1
"POL-01928","construccion","rural",3.1,0.85,0
"POL-01929","comercio","suburbana",6.2,0.58,5
"POL-01930","servicios","suburbana",1.7,0.9,2
"POL-01931","servicios","urbana",2.7,0.57,0
"POL-01932","manufactura","suburbana",3.2,0.98,3
"POL-01933","agro","suburbana",1.5,0.61,0
"POL-01934","servicios","suburbana",4.1,0.97,0
"POL-01935","manufactura","urbana",3.2,0.67,0
"POL-01936","comercio","urbana",12.6,0.82,0
"POL-01937","manufactura","rural",10.3,0.95,1
"POL-01938","manufactura","urbana",2.4,0.61,7
"POL-01939","comercio","rural",1.8,0.52,2
"POL-01940","comercio","urbana",8,0.94,0
"POL-01941","construccion","suburbana",4,0.8,0
"POL-01942","servicios","urbana",4.1,0.65,0
"POL-01943","comercio","rural",15.2,0.77,0
"POL-01944","manufactura","suburbana",15.8,0.67,0
"POL-01945","manufactura","urbana",4.5,0.55,0
"POL-01946","comercio","urbana",3.8,0.99,0
"POL-01947","servicios","urbana",2.2,0.63,3
"POL-01948","manufactura","suburbana",5.9,0.92,0
"POL-01949","construccion","suburbana",0.8,0.78,0
"POL-01950","comercio","urbana",2.3,0.81,0
"POL-01951","servicios","suburbana",8.4,0.61,1
"POL-01952","comercio","urbana",0.8,0.63,2
"POL-01953","servicios","urbana",1.7,0.62,3
"POL-01954","comercio","urbana",4.2,0.69,0
"POL-01955","comercio","urbana",2.1,0.67,0
"POL-01956","manufactura","urbana",3.3,0.54,0
"POL-01957","comercio","urbana",5.7,0.92,0
"POL-01958","agro","urbana",15.4,0.93,1
"POL-01959","manufactura","urbana",4.6,0.77,1
"POL-01960","agro","rural",1.7,0.71,0
"POL-01961","construccion","suburbana",5,0.77,0
"POL-01962","servicios","rural",2.5,0.52,0
"POL-01963","manufactura","rural",1.6,0.75,0
"POL-01964","manufactura","suburbana",11.5,0.51,0
"POL-01965","manufactura","suburbana",6.4,0.61,1
"POL-01966","comercio","urbana",2.2,0.73,0
"POL-01967","manufactura","suburbana",5.6,0.52,0
"POL-01968","comercio","suburbana",1.6,0.61,0
"POL-01969","comercio","suburbana",7.6,0.76,0
"POL-01970","comercio","urbana",1.5,1,3
"POL-01971","comercio","suburbana",1.5,0.54,2
"POL-01972","comercio","urbana",5.4,0.98,1
"POL-01973","servicios","rural",5.4,1,0
"POL-01974","construccion","urbana",15.8,0.64,0
"POL-01975","comercio","suburbana",0.6,0.7,1
"POL-01976","comercio","suburbana",9.5,0.53,1
"POL-01977","servicios","suburbana",0.8,0.62,2
"POL-01978","comercio","urbana",5.1,0.99,1
"POL-01979","comercio","rural",8.1,0.87,0
"POL-01980","agro","suburbana",4.6,0.66,2
"POL-01981","comercio","urbana",2.7,0.65,2
"POL-01982","construccion","urbana",1.1,0.72,1
"POL-01983","manufactura","suburbana",13.6,0.74,0
"POL-01984","comercio","suburbana",4.7,0.61,2
"POL-01985","comercio","urbana",2,0.76,2
"POL-01986","construccion","urbana",5.1,0.88,0
"POL-01987","manufactura","urbana",3.6,0.6,0
"POL-01988","manufactura","urbana",13,0.68,0
"POL-01989","servicios","urbana",0.3,0.74,2
"POL-01990","servicios","urbana",5.7,0.99,0
"POL-01991","agro","rural",4.2,0.85,0
"POL-01992","comercio","urbana",1.6,0.65,4
"POL-01993","comercio","suburbana",7,0.91,1
"POL-01994","comercio","suburbana",4.8,0.57,0
"POL-01995","servicios","urbana",7.1,0.84,2
"POL-01996","comercio","urbana",3.2,0.81,0
"POL-01997","construccion","urbana",2.8,0.79,5
"POL-01998","manufactura","rural",2.3,0.94,0
"POL-01999","agro","rural",6.7,0.93,0
"POL-02000","agro","rural",0.3,0.68,0
"POL-02001","agro","urbana",2.9,0.8,2
"POL-02002","comercio","suburbana",13.3,0.65,0
"POL-02003","construccion","suburbana",4.8,0.59,0
"POL-02004","manufactura","urbana",1.4,0.61,0
"POL-02005","agro","suburbana",5.1,0.9,1
"POL-02006","comercio","urbana",0.9,0.82,2
"POL-02007","manufactura","suburbana",0.9,0.86,0
"POL-02008","manufactura","suburbana",8,0.66,0
"POL-02009","construccion","urbana",1,0.54,0
"POL-02010","servicios","urbana",5.5,0.78,0
"POL-02011","comercio","urbana",13.5,0.55,0
"POL-02012","construccion","urbana",3.1,0.71,2
"POL-02013","servicios","urbana",4.1,0.51,0
"POL-02014","manufactura","urbana",5.8,0.89,3
"POL-02015","manufactura","suburbana",6.7,0.52,1
"POL-02016","agro","urbana",15.8,0.66,0
"POL-02017","manufactura","suburbana",1.6,0.89,2
"POL-02018","comercio","urbana",3.1,0.91,1
"POL-02019","servicios","urbana",8.5,0.66,1
"POL-02020","construccion","urbana",4.2,0.8,3
"POL-02021","construccion","urbana",1.8,0.8,3
"POL-02022","comercio","rural",1.8,0.8,0
"POL-02023","servicios","urbana",5.1,0.62,1
"POL-02024","manufactura","suburbana",3.4,0.97,0
"POL-02025","comercio","rural",0.5,0.77,0
"POL-02026","servicios","suburbana",0.8,0.65,3
"POL-02027","comercio","urbana",4.3,0.7,0
"POL-02028","comercio","urbana",6.3,0.52,0
"POL-02029","manufactura","suburbana",1.1,0.93,1
"POL-02030","construccion","urbana",14.3,0.61,0
"POL-02031","comercio","rural",5.4,0.51,1
"POL-02032","manufactura","suburbana",4.2,0.73,2
"POL-02033","manufactura","suburbana",4.6,0.51,0
"POL-02034","manufactura","urbana",1.3,0.56,0
"POL-02035","manufactura","urbana",2.5,0.75,0
"POL-02036","comercio","suburbana",4.4,0.74,0
"POL-02037","manufactura","urbana",2.7,0.85,5
"POL-02038","manufactura","suburbana",0.3,0.5,2
"POL-02039","comercio","urbana",3.1,0.59,2
"POL-02040","manufactura","suburbana",10.6,0.94,0
"POL-02041","manufactura","urbana",4.9,0.72,2
"POL-02042","construccion","suburbana",3.1,0.78,2
"POL-02043","manufactura","suburbana",4,0.83,0
"POL-02044","servicios","rural",2.6,0.54,0
"POL-02045","comercio","suburbana",6,0.82,3
"POL-02046","manufactura","suburbana",4.4,1,0
"POL-02047","servicios","urbana",1.4,0.57,0
"POL-02048","construccion","rural",3.4,0.82,0
"POL-02049","manufactura","rural",2.8,0.55,0
"POL-02050","manufactura","urbana",4.2,0.74,0
"POL-02051","manufactura","suburbana",10.8,0.56,0
"POL-02052","manufactura","urbana",4.9,0.64,0
"POL-02053","servicios","rural",4.4,0.92,1
"POL-02054","servicios","urbana",6.1,0.72,0
"POL-02055","construccion","suburbana",6.9,0.76,2
"POL-02056","manufactura","urbana",3.8,0.54,0
"POL-02057","comercio","urbana",4.3,0.94,0
"POL-02058","agro","suburbana",2.3,0.82,0
"POL-02059","agro","rural",4.4,0.76,0
"POL-02060","construccion","urbana",8.9,0.72,2
"POL-02061","comercio","suburbana",13.1,0.81,0
"POL-02062","servicios","suburbana",8.4,0.53,1
"POL-02063","manufactura","suburbana",3.5,0.68,0
"POL-02064","comercio","urbana",4.6,0.82,2
"POL-02065","servicios","rural",19.6,0.63,0
"POL-02066","servicios","urbana",4.9,0.83,5
"POL-02067","manufactura","rural",8,0.53,0
"POL-02068","manufactura","suburbana",0.2,0.98,2
"POL-02069","construccion","suburbana",3.5,0.52,4
"POL-02070","servicios","urbana",2.1,0.94,3
"POL-02071","manufactura","suburbana",9.8,0.68,1
"POL-02072","manufactura","rural",4.5,0.71,0
"POL-02073","manufactura","suburbana",5.1,0.75,1
"POL-02074","comercio","urbana",3,0.57,0
"POL-02075","agro","urbana",1.5,0.82,0
"POL-02076","construccion","urbana",5.1,0.75,1
"POL-02077","manufactura","rural",9,0.84,0
"POL-02078","manufactura","urbana",2.1,0.89,0
"POL-02079","servicios","rural",6.5,0.86,4
"POL-02080","servicios","urbana",12.4,0.8,0
"POL-02081","comercio","urbana",1.1,0.71,0
"POL-02082","comercio","suburbana",4.2,0.56,1
"POL-02083","servicios","urbana",6.6,0.52,3
"POL-02084","manufactura","suburbana",5.5,0.59,0
"POL-02085","manufactura","suburbana",2.8,0.71,1
"POL-02086","comercio","suburbana",4.3,0.8,0
"POL-02087","comercio","rural",2.1,0.99,2
"POL-02088","agro","urbana",5.8,0.89,0
"POL-02089","manufactura","rural",7.6,0.93,0
"POL-02090","comercio","urbana",8.5,0.95,1
"POL-02091","comercio","rural",0.7,0.91,1
"POL-02092","agro","rural",10.5,0.66,0
"POL-02093","comercio","rural",2,0.84,0
"POL-02094","construccion","rural",10.1,0.89,1
"POL-02095","manufactura","suburbana",7.7,0.58,1
"POL-02096","construccion","suburbana",4.7,0.77,0
"POL-02097","manufactura","suburbana",4.2,0.63,0
"POL-02098","construccion","urbana",9.5,0.94,2
"POL-02099","servicios","urbana",12.5,0.56,1
"POL-02100","comercio","urbana",1.1,1,3
"POL-02101","agro","urbana",8.2,0.51,0
"POL-02102","servicios","suburbana",2.7,0.57,0
"POL-02103","comercio","rural",0.3,0.8,0
"POL-02104","comercio","suburbana",3.4,0.94,3
"POL-02105","manufactura","rural",2.4,0.53,0
"POL-02106","comercio","suburbana",2,0.85,4
"POL-02107","servicios","rural",3.7,0.87,0
"POL-02108","manufactura","urbana",6.1,0.92,3
"POL-02109","construccion","suburbana",7,0.6,1
"POL-02110","manufactura","suburbana",0.8,0.77,0
"POL-02111","comercio","rural",0.4,0.94,1
"POL-02112","comercio","suburbana",3,0.94,1
"POL-02113","manufactura","urbana",5.7,0.78,1
"POL-02114","construccion","suburbana",1.8,0.59,0
"POL-02115","servicios","urbana",5.8,0.86,3
"POL-02116","construccion","suburbana",2.5,0.7,1
"POL-02117","comercio","urbana",3.5,0.65,0
"POL-02118","construccion","urbana",3.4,0.8,3
"POL-02119","comercio","urbana",2.3,0.51,0
"POL-02120","servicios","suburbana",7.1,0.98,0
"POL-02121","construccion","urbana",9.9,0.7,2
"POL-02122","construccion","urbana",9.8,0.78,0
"POL-02123","construccion","urbana",11.9,0.73,0
"POL-02124","manufactura","urbana",3.4,0.95,8
"POL-02125","comercio","urbana",2.2,0.62,1
"POL-02126","agro","urbana",0.7,0.94,2
"POL-02127","servicios","urbana",0.4,0.78,2
"POL-02128","servicios","suburbana",4,0.59,1
"POL-02129","manufactura","urbana",5.7,0.51,0
"POL-02130","servicios","suburbana",3.3,0.75,0
"POL-02131","comercio","rural",7.4,0.64,0
"POL-02132","construccion","suburbana",1.9,0.96,5
"POL-02133","construccion","urbana",4.3,0.69,1
"POL-02134","servicios","urbana",5.7,0.8,1
"POL-02135","comercio","urbana",4.5,0.72,1
"POL-02136","manufactura","urbana",1.2,0.68,4
"POL-02137","servicios","urbana",2.6,0.77,2
"POL-02138","comercio","urbana",4,0.92,0
"POL-02139","servicios","urbana",10.7,0.53,0
"POL-02140","servicios","rural",7.9,0.94,0
"POL-02141","construccion","suburbana",9.6,0.95,2
"POL-02142","comercio","rural",1.5,0.59,2
"POL-02143","comercio","suburbana",8,0.8,4
"POL-02144","manufactura","suburbana",2.9,0.64,5
"POL-02145","agro","urbana",0.5,0.62,0
"POL-02146","comercio","rural",0.9,0.68,1
"POL-02147","agro","rural",3.4,0.73,1
"POL-02148","agro","suburbana",9.1,0.82,0
"POL-02149","manufactura","suburbana",5,0.51,0
"POL-02150","comercio","urbana",10.2,0.6,0
"POL-02151","comercio","urbana",6,0.8,0
"POL-02152","servicios","rural",1.2,0.51,1
"POL-02153","comercio","rural",2,0.85,0
"POL-02154","agro","urbana",5.9,0.87,2
"POL-02155","comercio","rural",2.4,0.89,1
"POL-02156","manufactura","urbana",3.9,0.92,2
"POL-02157","servicios","urbana",6.9,0.65,1
"POL-02158","comercio","suburbana",1.7,0.56,0
"POL-02159","agro","urbana",1.6,0.57,0
"POL-02160","comercio","urbana",6.6,0.91,1
"POL-02161","manufactura","suburbana",3.5,0.7,1
"POL-02162","manufactura","suburbana",7.6,0.99,1
"POL-02163","comercio","suburbana",2.6,0.57,1
"POL-02164","servicios","urbana",4.2,0.79,0
"POL-02165","manufactura","urbana",16.5,0.84,0
"POL-02166","manufactura","urbana",11.6,0.77,0
"POL-02167","construccion","urbana",5.6,0.58,0
"POL-02168","servicios","rural",2.3,0.55,0
"POL-02169","comercio","urbana",7.2,0.95,0
"POL-02170","comercio","urbana",0.3,0.91,6
"POL-02171","manufactura","suburbana",5.6,0.7,0
"POL-02172","agro","suburbana",2.9,0.85,0
"POL-02173","comercio","suburbana",4.2,0.54,2
"POL-02174","servicios","urbana",6.7,0.61,3
"POL-02175","construccion","suburbana",2.1,0.82,0
"POL-02176","construccion","suburbana",6.7,0.59,1
"POL-02177","servicios","suburbana",3,0.67,0
"POL-02178","comercio","urbana",5.4,0.54,2
"POL-02179","manufactura","urbana",7.2,0.92,3
"POL-02180","construccion","rural",12.9,0.88,0
"POL-02181","comercio","suburbana",6.6,0.69,0
"POL-02182","manufactura","urbana",11.2,0.51,0
"POL-02183","servicios","rural",1,0.72,0
"POL-02184","agro","urbana",9,0.66,0
"POL-02185","comercio","rural",1.9,0.97,1
"POL-02186","manufactura","urbana",1.7,0.67,1
"POL-02187","comercio","urbana",7.4,0.84,2
"POL-02188","comercio","urbana",9,0.93,3
"POL-02189","agro","suburbana",2,0.85,2
"POL-02190","agro","suburbana",2.3,0.5,2
"POL-02191","agro","urbana",2,0.56,2
"POL-02192","construccion","urbana",2.5,0.61,6
"POL-02193","construccion","urbana",7.1,0.71,0
"POL-02194","agro","rural",5.2,0.55,0
"POL-02195","servicios","rural",4.2,0.76,0
"POL-02196","construccion","urbana",4.5,0.64,6
"POL-02197","comercio","suburbana",2.3,0.79,1
"POL-02198","manufactura","suburbana",3.7,0.61,0
"POL-02199","servicios","rural",1.3,0.86,1
"POL-02200","agro","rural",6.9,0.94,0
"POL-02201","construccion","urbana",3.7,0.52,0
"POL-02202","manufactura","rural",15.4,0.88,0
"POL-02203","construccion","suburbana",2.5,0.81,3
"POL-02204","servicios","rural",12.6,0.75,2
"POL-02205","comercio","urbana",3.2,0.85,4
"POL-02206","construccion","suburbana",1.1,0.67,0
"POL-02207","comercio","suburbana",8,0.96,0
"POL-02208","servicios","urbana",2.9,0.75,1
"POL-02209","comercio","suburbana",8,0.75,0
"POL-02210","comercio","urbana",11.1,0.71,1
"POL-02211","servicios","rural",1.8,0.6,4
"POL-02212","servicios","suburbana",10.1,0.53,0
"POL-02213","comercio","rural",4.9,0.61,1
"POL-02214","manufactura","urbana",4.6,0.62,0
"POL-02215","construccion","suburbana",10.6,0.7,1
"POL-02216","construccion","urbana",6.6,0.59,1
"POL-02217","comercio","urbana",4.1,0.88,1
"POL-02218","servicios","urbana",3.3,0.84,2
"POL-02219","servicios","suburbana",0.8,0.64,0
"POL-02220","manufactura","urbana",1.1,0.56,0
"POL-02221","manufactura","urbana",5,0.95,0
"POL-02222","manufactura","rural",1.2,0.74,0
"POL-02223","manufactura","suburbana",2.6,0.57,1
"POL-02224","agro","suburbana",4.4,0.87,0
"POL-02225","agro","urbana",1.6,0.99,0
"POL-02226","agro","urbana",1.2,0.94,0
"POL-02227","manufactura","suburbana",3.5,0.5,0
"POL-02228","servicios","suburbana",2.7,0.57,3
"POL-02229","manufactura","urbana",1.7,0.75,3
"POL-02230","servicios","urbana",5,0.85,3
